id,naslov,tip,epizode,leto,ogledi,ocena
#area4814,Junjou Romantica 2,TV,(12 eps),2008,112'287,8.13
#area14713,Kamisama Hajimemashita,TV,(13 eps),2012,283'338,8.13
#area7720,Ookiku Furikabutte: Natsu no Taikai-hen,TV,(13 eps),2010,28'369,8.13
#area30015,ReLIFE,TV,(13 eps),2016,432'320,8.13
#area8063,Sekaiichi Hatsukoi OVA,TV,(13 eps),2015,133'960,8.13
#area32615,Youjo Senki,TV,(12 eps),2017,291'020,8.13
#area31173,Akagami no Shirayuki-hime 2nd Season,TV,(12 eps),2016,150'001,8.12
#area4901,Black Lagoon: Roberta&amp;#039;s Blood Trail,TV,(12 eps),2018,38'145,8.12
#area153,Juuni Kokuki,TV,(45 eps),2002,86'830,8.12
#area6045,Kimi ni Todoke,TV,(25 eps),2009,441'224,8.12
#area31490,One Piece Film: Gold,Movie,(1 eps),2016,63'659,8.12
#area21469,Stand By Me Doraemon,Movie,(1 eps),2014,11'576,8.12
#area15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,(1 eps),2013,142'656,8.11
#area4789,ef: A Tale of Melodies.,TV,(12 eps),2008,125'780,8.11
#area26213,Free!: Eternal Summer - Kindan no All Hard!,TV,(21 eps),1986,15'016,8.11
#area33970,Girls &amp;amp; Panzer: Saishuushou Part 1,Movie,(1 eps),2017,15'933,8.11
#area2004,Hanada Shounen-shi,TV,(25 eps),2002,8'542,8.11
#area9656,Kimi ni Todoke 2nd Season,TV,(12 eps),2011,236'036,8.11
#area16001,Kokoro Connect: Michi Random,TV,(25 eps),2017,266'569,8.11
#area31741,Magi: Sinbad no Bouken (TV),TV,(13 eps),2016,176'062,8.11
#area5029,Major Movie: Yuujou no Winning Shot,Movie,(1 eps),2008,13'255,8.11
#area1943,Paprika,Movie,(1 eps),2006,246'586,8.11
#area535,Slayers Next,TV,(26 eps),1996,48'862,8.11
#area16049,Toaru Kagaku no Railgun S,TV,(24 eps),2013,191'468,8.11
#area1065,Touch,TV,(101 eps),1985,18'333,8.11
#area4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,TV,(63 eps),1988,11'889,8.1
#area23199,Durarara!!x2 Shou,TV,(12 eps),2015,277'462,8.1
#area22043,Fairy Tail (2014),TV,(102 eps),2014,436'256,8.1
#area6421,Fullmetal Alchemist: Brotherhood Specials,Movie,(1 eps),2017,12'539,8.1
#area2076,Kindaichi Shounen no Jikenbo,TV,(148 eps),1997,13'747,8.1
#area851,Kyou kara Ore wa!!,TV,(13 eps),2018,169'895,8.1
#area10049,Nurarihyon no Mago: Sennen Makyou,TV,(24 eps),2011,103'038,8.1
#area8740,One Piece Film: Strong World Episode 0,Movie,(1 eps),2016,30'726,8.1
#area5682,Phantom: Requiem for the Phantom,TV,(26 eps),2009,211'700,8.1
#area846,School Rumble Ni Gakki,TV,(26 eps),2006,112'075,8.1
#area4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,TV,(13 eps),2013,562'111,8.1
#area18179,Yowamushi Pedal,TV,(38 eps),2013,131'939,8.1
#area14075,Zetsuen no Tempest,TV,(24 eps),2012,362'974,8.1
#area4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",TV,(12 eps),2015,210'173,8.09
#area2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,TV,(24 eps),2006,195'619,8.09
#area24997,Love Live! The School Idol Movie,Movie,(1 eps),2015,69'643,8.09
#area81,Mobile Suit Gundam: The 08th MS Team,Movie,(1 eps),2014,134'639,8.09
#area1023,Wolf&amp;#039;s Rain OVA,TV,(26 eps),2006,473'826,8.08
#area14807,Kara no Kyoukai: Mirai Fukuin,Movie,(1 eps),2013,60'226,8.08
#area17265,Log Horizon,TV,(25 eps),2013,591'833,8.08
#area30885,Noragami Aragoto OVA,Movie,(1 eps),2010,9'704,8.08
#area33926,Quanzhi Gaoshou,Movie,(1 eps),2014,21'185,8.08
#area861,xxxHOLiC,TV,(24 eps),2006,193'088,8.08
#area29893,Aria The Avvenire,Movie,(1 eps),2008,67'250,8.07
#area21855,Hanamonogatari,TV,(5 eps),2014,206'793,8.07
#area33899,IDOLiSH7,TV,(17 eps),2018,16'335,8.07
#area25649,Junjou Romantica 3,TV,(12 eps),2015,61'900,8.07
#area29803,Overlord,TV,(13 eps),2015,553'623,8.07
#area36649,Banana Fish,TV,(24 eps),2018,88'383,8.06
#area3907,Ginga Sengoku Gunyuuden Rai,TV,(52 eps),1994,7'902,8.06
#area645,Hikaru no Go: Kita Hokutohai e no Michi,TV,(39 eps),2011,15'884,8.06
#area10080,Kami nomi zo Shiru Sekai II,TV,(12 eps),2011,254'053,8.06
#area18661,Kamisama Hajimemashita OVA,TV,(12 eps),2017,171'448,8.06
#area36098,Kimi no Suizou wo Tabetai,Movie,(1 eps),2018,34'198,8.06
#area11739,Kimi to Boku. 2,TV,(13 eps),2012,57'081,8.06
#area77,Mahou Shoujo Lyrical Nanoha A&amp;#039;s,TV,(13 eps),2005,49'222,8.06
#area28297,Ore Monogatari!!,TV,(24 eps),2015,315'768,8.06
#area401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,TV,(11 eps),2018,197'402,8.06
#area12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,(1 eps),2012,104'592,8.05
#area6702,Fairy Tail,TV,(175 eps),2009,869'424,8.05
#area34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,(1 eps),2017,35'521,8.05
#area122,Full Moon wo Sagashite,TV,(52 eps),2002,73'539,8.05
#area7711,Karigurashi no Arrietty,Movie,(1 eps),2010,145'230,8.05
#area5678,Kobato.,TV,(24 eps),2009,111'440,8.05
#area36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,TV,(25 eps),2007,63'284,8.05
#area9926,Sekaiichi Hatsukoi,TV,(12 eps),2011,127'306,8.05
#area2154,Tekkon Kinkreet,Movie,(1 eps),2006,64'663,8.05
