id,naslov,tip,epizode,leto,ogledi,ocena
#area16287,One Piece: Romance Dawn,TV,(12 eps),2017,65'886,7.58
#area23301,Pokemon XY: Mega Evolution,Movie,(1 eps),1992,941,7.58
#area1372,Taiho Shichau zo (TV),TV,(47 eps),1996,16'254,7.58
#area5306,Tales of Symphonia The Animation: Tethe&amp;#039;alla-hen,TV,(76 eps),2003,54'633,7.57
#area35459,Boku no Hero Academia: Training of the Dead,TV,(12 eps),2013,307'533,7.57
#area14345,Btooom!,TV,(12 eps),2012,490'136,7.57
#area2800,Candy Candy,TV,(115 eps),1976,15'736,7.57
#area16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,TV,(12 eps),2018,67'820,7.57
#area18507,Free!,TV,(12 eps),2013,375'667,7.57
#area3165,Hidamari Sketch Specials,TV,(43 eps),1987,16'612,7.57
#area36593,Hug tto! Precure,TV,(12 eps),2016,348'216,7.57
#area8841,Kore wa Zombie Desu ka?,TV,(12 eps),2011,406'426,7.57
#area33106,Love Live! μ&amp;#039;s Final Love Live! Opening Animation,TV,(22 eps),2016,16'887,7.57
#area2835,Patalliro!,TV,(49 eps),1982,3'705,7.57
#area1873,Plawres Sanshirou,TV,(37 eps),1983,2'293,7.57
#area34514,Pokemon Generations,Movie,(1 eps),2005,11'925,7.57
#area567,The Big O,TV,(26 eps),1999,60'047,7.57
#area24627,Yamada-kun to 7-nin no Majo (OVA),TV,(13 eps),2013,83'038,7.57
#area481,Yu☆Gi☆Oh! Duel Monsters,TV,(224 eps),2000,196'144,7.57
#area2548,Ai no Wakakusa Monogatari,TV,(48 eps),1987,4'639,7.56
#area22729,Aldnoah.Zero,TV,(12 eps),2014,340'172,7.56
#area32828,Amaama to Inazuma,TV,(12 eps),2016,161'842,7.56
#area34618,Blend S,TV,(12 eps),2017,216'812,7.56
#area2768,CLAMP in Wonderland 2,TV,(12 eps),2009,284'178,7.56
#area14837,Dragon Ball Z Movie 14: Kami to Kami,Movie,(1 eps),2013,102'381,7.56
#area4060,Grimm Masterpiece Theater,TV,(24 eps),1987,2'734,7.56
#area28607,Hetalia: The World Twinkle,TV,(12 eps),2018,35'462,7.56
#area9366,Kaichou wa Maid-sama!: Omake dayo!,TV,(26 eps),2018,50'717,7.56
#area3449,Kamichu! Specials,Movie,(1 eps),1989,21'563,7.56
#area2458,Kimagure Orange☆Road OVA,TV,(142 eps),2009,2'149,7.56
#area15813,Majokko Shimai no Yoyo to Nene,Movie,(1 eps),2013,11'725,7.56
#area8100,Mardock Scramble: The First Compression,Movie,(1 eps),2010,53'990,7.56
#area14527,Medaka Box Abnormal,TV,(12 eps),2012,92'325,7.56
#area5713,Minami-ke Betsubara,Movie,(1 eps),2009,5'562,7.56
#area22539,"One More Time, One More Chance",TV,(13 eps),2010,80'268,7.56
#area166,Samurai 7,TV,(26 eps),2004,89'945,7.56
#area18523,Senyuu. 2,TV,(13 eps),2013,41'958,7.56
#area3420,Shigofumi,TV,(12 eps),2008,66'178,7.56
#area2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",Movie,(1 eps),1996,5'453,7.56
#area1913,Shonan Junai Gumi!,Movie,(1 eps),2011,7'596,7.56
#area200,Tenshi na Konamaiki,TV,(50 eps),2002,18'631,7.56
#area2203,Waga Seishun no Arcadia: Mugen Kidou SSX,TV,(22 eps),1982,3'666,7.56
#area21435,Yama no Susume: Second Season,TV,(24 eps),2014,18'725,7.56
#area35672,Yama no Susume: Third Season,TV,(13 eps),2018,9'822,7.56
