id,naslov,tip,epizode,leto,ogledi,ocena 
#area8525,Kami nomi zo Shiru Sekai,TV,(12 eps),2010,383'227,7.87
#area32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,OVA,(1 eps),2016,135'359,7.87
#area18153,Kyoukai no Kanata,TV,(12 eps),2013,553'048,7.87
#area93,Mobile Suit Gundam SEED,TV,(50 eps),2002,117'283,7.87
#area31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,(13 eps),2016,169'446,7.87
#area20159,Pokemon: The Origin,Special,(4 eps),2013,125'657,7.87
#area34902,Tsurezure Children,TV,(12 eps),2017,262'279,7.87
#area18245,White Album 2,TV,(13 eps),2013,138'492,7.87
#area7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,(2 eps),2009,27'914,7.87
#area36904,Aggressive Retsuko (ONA),ONA,(10 eps),2018,34'741,7.86
#area1818,Claymore,TV,(26 eps),2007,423'121,7.86
#area37989,Golden Kamuy 2nd Season,TV,(12 eps),2018,28'472,7.86
#area25303,Haikyuu!!: Lev Genzan!,OVA,(1 eps),2015,47'370,7.86
#area5835,Hanasakeru Seishounen,TV,(39 eps),2009,46'230,7.86
#area7645,Heartcatch Precure!,TV,(49 eps),2010,17'398,7.86
#area3604,Hidamari Sketch x 365,TV,(13 eps),2008,22'710,7.86
#area10357,Jinrui wa Suitai Shimashita,TV,(12 eps),2012,124'893,7.86
#area5680,K-On!,TV,(13 eps),2009,528'714,7.86
#area516,Keroro Gunsou,TV,(358 eps),2004,42'794,7.86
#area6115,Lupin III vs. Detective Conan,Special,(1 eps),2009,19'962,7.86
#area34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,(1 eps),2017,13'531,7.86
#area1910,Master Keaton OVA,OVA,(15 eps),1999,4'707,7.86
#area10620,Mirai Nikki,TV,(26 eps),2011,1'026'509,7.86
#area80,Mobile Suit Gundam,TV,(43 eps),1979,70'642,7.86
#area32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,(1 eps),2016,20'183,7.86
#area10119,Seitokai Yakuindomo OVA,OVA,(8 eps),2011,83'657,7.86
#area24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,(12 eps),2015,82'150,7.86
#area2582,Soukou Kihei Votoms,TV,(52 eps),1983,13'157,7.86
#area1921,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,(1 eps),1984,8'500,7.86
#area6024,Chi's Sweet Home: Atarashii Ouchi,TV,(104 eps),2009,20'155,7.85
#area12117,Detective Conan Movie 16: The Eleventh Striker,Movie,(1 eps),2012,22'190,7.85
#area14735,Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,(1 eps),2013,19'761,7.85
#area34430,Detective Conan Movie 21: The Crimson Love Letter,Movie,(1 eps),2017,10'828,7.85
#area22265,Free!: Eternal Summer,TV,(13 eps),2014,211'989,7.85
#area20431,Hoozuki no Reitetsu,TV,(13 eps),2014,78'275,7.85
#area34542,Inuyashiki,TV,(11 eps),2017,228'548,7.85
#area16904,K: Missing Kings,Movie,(1 eps),2014,146'478,7.85
#area1096,Kidou Keisatsu Patlabor 2 the Movie,Movie,(1 eps),1993,17'120,7.85
#area20517,Little Busters!: EX,Special,(8 eps),2014,35'626,7.85
#area91,Mobile Suit Gundam Wing: Endless Waltz,OVA,(3 eps),1997,34'065,7.85
#area31772,One Punch Man Specials,Special,(6 eps),2015,135'020,7.85
#area21339,Psycho-Pass Movie,Movie,(1 eps),2015,144'493,7.85
#area36286,Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,OVA,(1 eps),2018,74'094,7.85
#area8311,Tegamibachi Reverse,TV,(25 eps),2010,44'350,7.85
#area1562,Yamato Nadeshiko Shichihenge♥,TV,(25 eps),2006,109'630,7.85
#area10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,(1 eps),2011,10'553,7.84
#area13117,Hakuouki Movie 1: Kyoto Ranbu,Movie,(1 eps),2013,17'499,7.84
#area106,Hana yori Dango,TV,(51 eps),1996,36'480,7.84
#area4192,Hayate no Gotoku!!,TV,(25 eps),2009,81'889,7.84
#area8479,Hetalia World Series,ONA,(48 eps),2010,79'302,7.84
#area15195,Hetalia: The Beautiful World,ONA,(20 eps),2013,46'955,7.84
#area11237,Hidamari Sketch x SP,Special,(2 eps),2011,9'908,7.84
#area36963,IDOLiSH7 Vibrato,ONA,(1 eps),2005,36'808,7.84
#area12917,Madang-Eul Naon Amtalg,Movie,(1 eps),2011,2'139,7.84
#area875,Mind Game,Movie,(1 eps),2004,44'857,7.84
#area1092,Mobile Suit Gundam III: Encounters in Space,Movie,(1 eps),1982,16'012,7.84
#area795,Oniisama e...,TV,(39 eps),1991,18'001,7.84
#area5530,Pandora Hearts,TV,(25 eps),2009,292'740,7.84
#area210,Ranma ½,TV,(161 eps),1989,142'048,7.84
#area582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,(48 eps),1998,8'240,7.84
#area33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV,(12 eps),2017,169'037,7.84
#area534,Slayers,TV,(26 eps),1995,93'491,7.84
#area407,Tantei Gakuen Q,TV,(45 eps),2003,21'492,7.84
#area21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,(1 eps),2014,6'336,7.84
#area479,Ueki no Housoku,TV,(51 eps),2005,77'524,7.84
#area30902,Yuru Yuri Nachuyachumi!+,Special,(2 eps),2015,31'985,7.84
#area7193,Aoi Bungaku Series,TV,(12 eps),2009,124'418,7.83
#area1961,Arashi no Yoru ni,Movie,(1 eps),2005,14'887,7.83
#area1520,Black Jack,OVA,(12 eps),1993,20'577,7.83
#area2761,Densetsu Kyojin Ideon: Hatsudou-hen,Movie,(1 eps),1982,4'391,7.83
#area985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,(1 eps),1993,59'082,7.83
#area17273,Hetalia: The Beautiful World Specials,Special,(4 eps),2013,12'203,7.83
#area2828,Ie Naki Ko,TV,(51 eps),1977,6'831,7.83
#area570,Jin-Rou,Movie,(1 eps),1999,90'518,7.83
#area251,Kyou kara Maou!,TV,(78 eps),2004,71'726,7.83
#area90,Mobile Suit Gundam Wing,TV,(49 eps),1995,106'544,7.83
#area31704,One Punch Man: Road to Hero,OVA,(1 eps),2015,155'329,7.83
#area1007,Ranma ½ OVA,OVA,(6 eps),1993,20'818,7.83
#area154,Shaman King,TV,(64 eps),2001,225'540,7.83
#area29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,(1 eps),2015,5'159,7.83
#area28677,Yamada-kun to 7-nin no Majo,TV,(12 eps),2015,345'397,7.83
#area31783,Yowamushi Pedal: New Generation,TV,(25 eps),2017,40'060,7.83
#area21995,Ao Haru Ride,TV,(12 eps),2014,358'354,7.82
#area13535,Binbougami ga!,TV,(13 eps),2012,157'368,7.82
#area31733,Bishoujo Senshi Sailor Moon Crystal Season III,TV,(13 eps),2016,27'602,7.82
#area21405,Bokura wa Minna Kawai-sou,TV,(12 eps),2014,227'029,7.82
#area28755,Boruto: Naruto the Movie,Movie,(1 eps),2015,183'376,7.82
#area34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,(1 eps),2016,74'762,7.82
#area35798,Detective Conan Movie 22: Zero The Enforcer,Movie,(1 eps),2018,5'795,7.82
#area33032,Drifters: Special Edition,Special,(1 eps),2016,20'096,7.82
#area28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,(13 eps),2015,612'259,7.82
#area30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,(1 eps),2015,37'307,7.82
#area2508,Genshiken 2,TV,(12 eps),2007,64'108,7.82
#area31859,Hai to Gensou no Grimgar,TV,(12 eps),2016,368'949,7.82
#area3603,JoJo no Kimyou na Bouken: Phantom Blood,Movie,(1 eps),2007,17'442,7.82
#area32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,(1 eps),2016,13'370,7.82
#area1887,Lucky☆Star,TV,(24 eps),2007,397'796,7.82
#area13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,(13 eps),2012,34'607,7.82
#area36038,Net-juu no Susume,TV,(10 eps),2017,213'094,7.82
#area15959,Nurarihyon no Mago OVA,OVA,(2 eps),2012,15'846,7.82
#area517,School Rumble Ichi Gakki Hoshuu,OVA,(2 eps),2005,46'115,7.82
#area36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie,(1 eps),2018,25'543,7.82
#area6213,Toaru Kagaku no Railgun,TV,(24 eps),2009,310'508,7.82
#area36432,Toaru Majutsu no Index III,TV,(26 eps),2018,71'379,7.82
#area9919,Ao no Exorcist,TV,(25 eps),2011,916'956,7.81
#area9074,Arakawa Under the Bridge x Bridge,TV,(13 eps),2010,106'495,7.81
#area8514,Break Blade 2: Ketsubetsu no Michi,Movie,(1 eps),2010,51'431,7.81
#area31478,Bungou Stray Dogs,TV,(12 eps),2016,380'187,7.81
#area2397,Digimon Adventure: Bokura no War Game!,Movie,(1 eps),2000,48'549,7.81
#area6904,Hellsing I: Digest for Freaks,OVA,(1 eps),2006,26'788,7.81
#area37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,TV,(13 eps),2018,12'352,7.81
#area13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,(1 eps),2012,135'005,7.81
#area20847,Seitokai Yakuindomo*,TV,(13 eps),2014,145'075,7.81
#area2451,Space Cobra,TV,(31 eps),1982,10'582,7.81
#area31711,To LOVE-Ru Darkness 2nd Specials,Special,(2 eps),2016,45'916,7.81
#area1000,Uchuu Kaizoku Captain Herlock,TV,(42 eps),1978,21'215,7.81
#area11737,Ao no Exorcist Movie,Movie,(1 eps),2012,153'583,7.8
#area28249,Arslan Senki (TV),TV,(25 eps),2015,225'627,7.8
#area10259,Da Yu Hai Tang,Movie,(1 eps),2016,17'621,7.8
#area2994,Death Note: Rewrite,Special,(2 eps),2007,114'659,7.8
#area7305,Detective Conan Movie 10: Promo Special,Movie,(1 eps),2012,90'376,7.8
#area21659,Kill la Kill Specials,Special,(2 eps),2014,117'814,7.8
#area10460,Kimi to Boku.,TV,(13 eps),2011,113'383,7.8
#area25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,(1 eps),2015,71'012,7.8
#area4454,Macross F: Close Encounter - Deculture Edition,Special,(1 eps),2007,10'124,7.8
#area18897,Nisekoi,TV,(20 eps),2014,546'672,7.8
#area1719,Rozen Maiden: Ouvertüre,Special,(2 eps),2006,49'714,7.8
#area396,Seikai no Senki,TV,(13 eps),2000,22'808,7.8
#area5074,Tetsuwan Birdy Decode:02,TV,(12 eps),2009,36'584,7.8
#area37370,The Perfect World,Movie,(1 eps),2015,16'226,7.79
#area19115,Giovanni no Shima,Movie,(1 eps),2014,16'835,7.79
#area644,Hachimitsu to Clover Specials,Special,(2 eps),2005,24'002,7.79
#area8426,Hourou Musuko,TV,(11 eps),2011,76'311,7.79
#area1211,Macross Plus Movie Edition,Movie,(1 eps),1995,10'475,7.79
#area1462,Memories,Movie,(3 eps),1995,54'235,7.79
#area1376,Ojamajo Doremi Na-i-sho,OVA,(13 eps),2004,5'279,7.79
#area16239,One Piece: Episode of Luffy - Hand Island no Bouken,Special,(1 eps),2012,29'546,7.79
#area31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,(1 eps),2015,19'691,7.79
#area2594,Piano no Mori,Movie,(1 eps),2007,39'307,7.79
#area398,Seikai no Senki III,OVA,(2 eps),2005,13'088,7.79
#area28069,Shigatsu wa Kimi no Uso: Moments,OVA,(1 eps),2015,62'028,7.79
#area19775,Sidonia no Kishi,TV,(12 eps),2014,160'971,7.79
#area22101,Soredemo Sekai wa Utsukushii,TV,(12 eps),2014,157'755,7.79
#area32673,Udon no Kuni no Kiniro Kemari,TV,(12 eps),2016,67'054,7.79
#area31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,(1 eps),2016,37'245,7.78
#area22199,Akame ga Kill!,TV,(24 eps),2014,837'065,7.78
#area33071,Bungou Stray Dogs: Hitori Ayumu,OVA,(1 eps),2017,40'163,7.78
#area3841,Chi's Sweet Home,TV,(104 eps),2008,44'819,7.78
#area951,Chibi Maruko-chan,TV,(142 eps),1990,6'649,7.78
#area28669,Go! Princess Precure,TV,(50 eps),2015,8'121,7.78
#area10350,Hakuouki Sekkaroku,OVA,(6 eps),2011,19'096,7.78
#area6984,Hidamari Sketch x 365 Specials,Special,(3 eps),2009,12'590,7.78
#area1888,Ichigo Mashimaro OVA,OVA,(3 eps),2007,17'392,7.78
#area31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,(22 eps),2015,5'884,7.78
#area2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,(1 eps),2007,32'592,7.78
#area3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),TV,(373 eps),1996,7'331,7.78
#area15487,Kuroko no Basket NG-shuu,Special,(9 eps),2012,41'554,7.78
#area22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,Special,(1 eps),2014,27'968,7.78
#area474,Macross Plus,OVA,(4 eps),1994,29'426,7.78
#area444,Maria-sama ga Miteru: Haru,TV,(13 eps),2004,18'134,7.78
#area9510,Mitsudomoe Zouryouchuu!,TV,(8 eps),2011,32'656,7.78
#area34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,(1 eps),2017,28'666,7.78
#area28927,Owari no Seraph: Nagoya Kessen-hen,TV,(12 eps),2015,331'952,7.78
#area21473,Persona 3 the Movie 2: Midsummer Knight's Dream,Movie,(1 eps),2014,44'342,7.78
#area31592,Pokemon XY&amp;amp;Z,TV,(47 eps),2015,35'562,7.78
#area2547,Princess Sara,TV,(46 eps),1985,10'949,7.78
#area1699,Romeo x Juliet,TV,(24 eps),2007,121'120,7.78
#area26,Texhnolyze,TV,(22 eps),2003,134'366,7.78
#area8937,Toaru Majutsu no Index II,TV,(24 eps),2010,254'044,7.78
#area12883,Tsuritama,TV,(12 eps),2012,113'779,7.78
#area6956,Working!!,TV,(13 eps),2010,265'685,7.78
#area14941,AKB0048: Next Stage,TV,(13 eps),2013,27'113,7.77
#area531,Bishoujo Senshi Sailor Moon R: The Movie,Movie,(1 eps),1993,41'177,7.77
#area10092,Break Blade 6: Doukoku no Toride,Movie,(1 eps),2011,44'922,7.77
#area233,Daa! Daa! Daa!,TV,(78 eps),2000,15'801,7.77
#area120,Fruits Basket,TV,(26 eps),2001,303'332,7.77
#area2405,Hello! Lady Lynn,TV,(36 eps),1988,2'340,7.77
#area27991,K: Return of Kings,TV,(13 eps),2015,180'121,7.77
#area32268,Koyomimonogatari,ONA,(12 eps),2016,104'592,7.77
#area15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,(10 eps),2013,330'545,7.77
#area36796,Owarimonogatari 2nd Season Recaps,Special,(2 eps),2017,6'189,7.77
#area8795,Panty &amp;amp; Stocking with Garterbelt,TV,(13 eps),2010,218'679,7.77
#area290,Seikai no Monshou,TV,(13 eps),1999,33'672,7.77
#area18119,Servant x Service,TV,(13 eps),2013,124'398,7.77
#area182,Tenkuu no Escaflowne,TV,(26 eps),1996,104'136,7.77
#area5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,OVA,(4 eps),2009,11'285,7.77
#area32717,Aikatsu Stars!,TV,(100 eps),2016,9'618,7.76
#area997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,(1 eps),1994,35'389,7.76
#area4177,Bounen no Xamdou,ONA,(26 eps),2008,99'502,7.76
#area978,Change!! Getter Robo: Sekai Saigo no Hi,OVA,(13 eps),1998,7'930,7.76
#area2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,(1 eps),2001,3'959,7.76
#area10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,(1 eps),2011,2'326,7.76
#area345,Eikoku Koi Monogatari Emma,TV,(12 eps),2005,32'793,7.76
#area32979,Flip Flappers,TV,(13 eps),2016,113'832,7.76
#area34855,Gabriel DropOut Specials,Special,(2 eps),2017,30'573,7.76
#area74,Gakuen Alice,TV,(26 eps),2004,65'044,7.76
#area18619,Girls &amp;amp; Panzer: Kore ga Hontou no Anzio-sen desu!,OVA,(1 eps),2014,25'383,7.76
#area18055,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,(13 eps),2013,42'991,7.76
#area10497,Hetalia World Series Specials,Special,(4 eps),2011,17'791,7.76
#area15451,High School DxD New,TV,(12 eps),2013,429'862,7.76
#area33446,Huyao Xiao Hongniang: Yue Hong,ONA,(13 eps),2016,6'988,7.76
#area37497,Irozuku Sekai no Ashita kara,TV,(13 eps),2018,86'517,7.76
#area32491,Kanojo to Kanojo no Neko: Everything Flows,TV,(4 eps),2016,65'227,7.76
#area6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,(4 eps),2009,17'674,7.76
#area2963,Minami-ke,TV,(13 eps),2007,128'411,7.76
#area12021,Poyopoyo Kansatsu Nikki,TV,(52 eps),2012,16'271,7.76
#area23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,(1 eps),2015,46'628,7.76
#area9790,Sora no Otoshimono: Tokeijikake no Angeloid,Movie,(1 eps),2011,92'833,7.76
#area2257,Taiyou no Kiba Dagram,TV,(75 eps),1981,2'811,7.76
#area1293,Urusei Yatsura,TV,(195 eps),1981,37'806,7.76
#area9441,Yume-iro Pâtissière SP Professional,TV,(13 eps),2010,25'696,7.76
#area477,Aria The Animation,TV,(13 eps),2005,100'489,7.75
#area6347,Baka to Test to Shoukanjuu,TV,(13 eps),2010,406'567,7.75
#area740,Bishoujo Senshi Sailor Moon R,TV,(43 eps),1993,91'457,7.75
#area150,Blood+,TV,(50 eps),2005,260'839,7.75
#area60,Chrno Crusade,TV,(24 eps),2003,170'365,7.75
#area33988,Demi-chan wa Kataritai,TV,(12 eps),2017,201'267,7.75
#area7471,Detective Conan Movie 09: Promo Special,Movie,(1 eps),2005,4'385,7.75
#area35191,Free! Movie 2: Timeless Medley - Yakusoku,Movie,(1 eps),2017,14'052,7.75
#area19671,Free!: FrFr - Short Movie,Movie,(7 eps),2013,46'071,7.75
#area123,Fushigi Yuugi,TV,(52 eps),1995,76'392,7.75
#area28539,Garo Movie: Divine Flame,Movie,(1 eps),2016,15'440,7.75
#area4811,Ichigo Mashimaro Encore,OVA,(2 eps),2009,14'876,7.75
#area450,InuYasha: Kagami no Naka no Mugenjo,Movie,(1 eps),2002,65'805,7.75
#area2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,(1 eps),1988,5'610,7.75
#area35658,Kuroko no Basket: Last Game NG-shuu,Special,(1 eps),2017,6'177,7.75
#area23385,Kyoukai no Kanata: Shinonome,Special,(1 eps),2014,64'789,7.75
#area34973,Love Live! Sunshine!! 2nd Season,TV,(13 eps),2017,51'050,7.75
#area14511,Minami-ke Tadaima,TV,(13 eps),2013,39'927,7.75
#area87,Mobile Suit Gundam: Char's Counterattack,Movie,(1 eps),1988,25'542,7.75
#area30347,Nanatsu no Taizai OVA,OVA,(2 eps),2015,73'227,7.75
#area1011,Ranma ½ Super,OVA,(3 eps),1995,12'414,7.75
#area21843,Shingeki no Bahamut: Genesis,TV,(12 eps),2014,247'308,7.75
#area31380,To LOVE-Ru Darkness 2nd OVA,OVA,(3 eps),2016,40'040,7.75
#area2558,Wakakusa Monogatari: Nan to Jo-sensei,TV,(40 eps),1993,3'724,7.75
#area283,Akage no Anne,TV,(50 eps),1979,14'814,7.74
#area11111,Another,TV,(12 eps),2012,817'809,7.74
#area530,Bishoujo Senshi Sailor Moon,TV,(46 eps),1992,191'909,7.74
#area1690,Bokurano,TV,(24 eps),2007,106'537,7.74
#area966,Crayon Shin-chan,TV,(2 eps),1981,11'229,7.74
#area33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,(11 eps),2016,133'279,7.74
#area8086,Densetsu no Yuusha no Densetsu,TV,(24 eps),2010,187'218,7.74
#area226,Elfen Lied,TV,(13 eps),2004,877'334,7.74
#area37033,Emiya-san Chi no Kyou no Gohan,ONA,(24 eps),2002,334'159,7.74
#area1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,(1 eps),2006,59'041,7.74
#area160,"Ima, Soko ni Iru Boku",TV,(13 eps),1999,80'002,7.74
#area228,Jigoku Shoujo,TV,(26 eps),2005,228'478,7.74
#area3713,Jigoku Shoujo Mitsuganae,TV,(26 eps),2008,75'134,7.74
#area324,Kidou Keisatsu Patlabor: On Television,TV,(47 eps),1989,21'850,7.74
#area32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,(1 eps),2016,12'777,7.74
#area709,Mujin Wakusei Survive,TV,(52 eps),2003,16'551,7.74
#area35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,Movie,(1 eps),2018,47'491,7.74
#area7592,Nurarihyon no Mago,TV,(24 eps),2010,169'546,7.74
#area464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,(1 eps),2005,49'759,7.74
#area208,R.O.D OVA,OVA,(3 eps),2001,48'475,7.74
#area30296,Rakudai Kishi no Cavalry,TV,(12 eps),2015,369'666,7.74
#area3515,Saint Seiya: Meiou Hades Elysion-hen,OVA,(6 eps),2008,25'465,7.74
#area2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,(1 eps),1995,9'725,7.74
#area33013,Super Lovers OVA,OVA,(2 eps),2017,14'164,7.74
#area540,Tenchi Muyou! Ryououki 2nd Season,OVA,(6 eps),1994,19'426,7.74
#area13851,To LOVE-Ru Darkness OVA,OVA,(6 eps),2012,79'934,7.74
#area9000,Toaru Hikuushi e no Tsuioku,Movie,(1 eps),2011,38'460,7.74
#area1002,Top wo Nerae 2! Diebuster,OVA,(6 eps),2004,51'874,7.74
#area10717,Towa no Quon 6: Towa no Quon,Movie,(1 eps),2011,24'971,7.74
#area9062,Angel Beats! Specials,Special,(2 eps),2010,179'066,7.73
#area9471,Baka to Test to Shoukanjuu: Matsuri,OVA,(2 eps),2011,88'279,7.73
#area24913,Bokura wa Minna Kawai-sou: Hajimete no,Special,(1 eps),2015,29'703,7.73
#area6772,Break Blade 1: Kakusei no Toki,Movie,(1 eps),2010,68'109,7.73
#area4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,Special,(1 eps),2008,28'704,7.73
#area2471,Doraemon (1979),TV,(1787 eps),1979,21'552,7.73
#area30694,Dragon Ball Super,TV,(131 eps),2015,280'743,7.73
#area2229,Dragon Quest: Dai no Daibouken (TV),TV,(46 eps),1991,12'516,7.73
#area9982,Fairy Tail OVA,OVA,(5 eps),2011,111'443,7.73
#area1281,Gakkou no Kaidan,TV,(19 eps),2000,69'528,7.73
#area6927,Higashi no Eden: Air Communication,Movie,(1 eps),2009,24'726,7.73
#area3931,Initial D Battle Stage 2,OVA,(1 eps),2007,15'495,7.73
#area13403,Inu x Boku SS Special,Special,(1 eps),2012,60'564,7.73
#area255,Jungle wa Itsumo Hare nochi Guu Final,OVA,(7 eps),2003,8'318,7.73
#area2593,Kara no Kyoukai 1: Fukan Fuukei,Movie,(1 eps),2007,242'522,7.73
#area24439,Kekkai Sensen,TV,(12 eps),2015,402'395,7.73
#area433,"Kumo no Mukou, Yakusoku no Basho",Movie,(1 eps),2004,140'781,7.73
#area1412,Lupin III,TV,(23 eps),1971,50'836,7.73
#area1418,Lupin III: Episode 0 &amp;quot;First Contact&amp;quot;,Special,(1 eps),2002,6'077,7.73
#area20785,Mahouka Koukou no Rettousei,TV,(26 eps),2014,469'506,7.73
#area7270,Mobile Suit Gundam 00 Special Edition,Special,(3 eps),2009,8'575,7.73
#area2313,Muumindani no Suisei,Movie,(1 eps),1992,5'571,7.73
#area31953,New Game!,TV,(12 eps),2016,219'000,7.73
#area1008,Ranma ½ Specials,Special,(2 eps),1994,13'476,7.73
#area65,Rozen Maiden: Träumend,TV,(12 eps),2005,83'183,7.73
#area8407,Sora no Otoshimono: Forte,TV,(12 eps),2010,195'963,7.73
#area539,Tenchi Muyou! Ryououki,OVA,(6 eps),1992,32'778,7.73
#area95,Turn A Gundam,TV,(50 eps),1999,26'772,7.73
#area856,Utawarerumono,TV,(26 eps),2006,116'377,7.73
#area33337,ACCA: 13-ku Kansatsu-ka,TV,(12 eps),2017,84'450,7.72
#area9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,(3 eps),2010,49'303,7.72
#area371,Cardcaptor Sakura Movie 1,Movie,(1 eps),1999,69'607,7.72
#area30778,Fairy Tail Movie 2: Dragon Cry,Movie,(1 eps),2017,71'473,7.72
#area36028,Golden Kamuy,TV,(12 eps),2018,85'711,7.72
#area10793,Guilty Crown,TV,(22 eps),2011,675'488,7.72
#area9065,Hakuouki Hekketsuroku,TV,(10 eps),2010,61'952,7.72
#area6637,Higashi no Eden Movie II: Paradise Lost,Movie,(1 eps),2010,106'145,7.72
#area488,Ichigo Mashimaro,TV,(12 eps),2005,58'121,7.72
#area331,Mahoujin Guruguru,TV,(45 eps),1994,6'977,7.72
#area323,Mousou Dairinin,TV,(13 eps),2004,195'423,7.72
#area24135,Nobunaga Concerto,TV,(10 eps),2014,36'112,7.72
#area17249,Pretty Rhythm: Rainbow Live,TV,(51 eps),2013,6'961,7.72
#area9930,Snow Halation,Movie,(1 eps),2009,37'330,7.72
#area6444,Tegamibachi,TV,(25 eps),2009,87'124,7.72
#area2557,Trapp Ikka Monogatari,TV,(40 eps),1991,4'179,7.72
#area24151,Ao Haru Ride OVA,OVA,(2 eps),2014,68'877,7.71
#area8247,Bleach Movie 4: Jigoku-hen,Movie,(1 eps),2010,121'366,7.71
#area986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,(1 eps),1990,61'201,7.71
#area240,Genshiken,TV,(12 eps),2004,126'345,7.71
#area1813,Genshiken OVA,OVA,(3 eps),2006,40'216,7.71
#area35806,Haikyuu!!: vs &amp;quot;Akaten&amp;quot;,OVA,(1 eps),2016,15'197,7.71
#area36686,Hifuu Katsudou Kiroku: The Sealed Esoteric History,OVA,(12 eps),2017,50'252,7.71
#area32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Movie,(1 eps),2016,15'244,7.71
#area1915,Mahou Shoujo Lyrical Nanoha StrikerS,TV,(26 eps),2007,41'484,7.71
#area10389,Momo e no Tegami,Movie,(1 eps),2011,46'193,7.71
#area10161,No.6,TV,(11 eps),2011,232'157,7.71
#area32729,Orange,TV,(13 eps),2016,310'160,7.71
#area14407,Persona 3 the Movie 1: Spring of Birth,Movie,(1 eps),2013,66'997,7.71
#area35240,Princess Principal,TV,(12 eps),2017,104'032,7.71
#area2787,Shakugan no Shana II (Second),TV,(24 eps),2007,227'901,7.71
#area21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,(10 eps),2014,9'307,7.71
#area34480,Shokugeki no Souma: Ni no Sara OVA,OVA,(2 eps),2017,68'351,7.71
#area35503,Shoujo☆Kageki Revue Starlight,TV,(12 eps),2018,27'675,7.71
#area25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA,(2 eps),2015,6'312,7.71
#area30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,(13 eps),2015,9'663,7.71
#area1279,Taiyou no Ko Esteban,TV,(39 eps),1982,7'322,7.71
